date,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,is_renovated
2014-10-24,525000.0,3,1.0,6840,1.5,0.0,3,7,0.0,1918,0.0,98103,0.0
2015-02-02,700000.0,6,3.0,4550,2.5,0.0,4,8,0.0,1907,0.0,98119,0.0
2015-03-19,350000.0,3,1.75,273556,1.0,0.0,3,6,940.0,1956,1999.0,98042,1.0
2015-02-18,277500.0,2,1.5,1236,3.0,0.0,3,7,0.0,2005,0.0,98133,0.0
2014-05-12,1580000.0,5,2.75,20150,1.0,0.0,4,10,1290.0,1975,0.0,98004,0.0
2014-09-19,195000.0,3,1.0,4350,1.5,0.0,5,6,0.0,1913,0.0,98022,0.0
2014-08-21,222000.0,3,2.0,6074,1.0,0.0,3,7,0.0,1968,0.0,98002,0.0
2015-04-16,865000.0,5,3.0,8854,1.0,0.0,4,8,1330.0,1979,0.0,98040,0.0
2014-05-09,445000.0,4,2.0,6000,1.0,0.0,5,7,650.0,1959,0.0,98144,0.0
2014-12-09,495800.0,4,1.5,4600,1.5,0.0,3,7,0.0,1924,0.0,98115,0.0
2015-04-03,548500.0,3,1.0,4400,1.5,0.0,3,7,0.0,1924,0.0,98122,0.0
2014-05-07,310000.0,3,1.75,10723,1.0,0.0,4,7,620.0,1974,0.0,98058,0.0
2014-07-11,205000.0,3,1.5,8585,1.0,0.0,4,7,0.0,1962,0.0,98055,0.0
2014-09-10,470000.0,5,3.75,6901,2.0,0.0,3,7,0.0,2003,0.0,98038,0.0
2015-04-23,430000.0,3,1.5,349351,1.5,0.0,3,7,0.0,2002,0.0,98010,0.0
2015-05-01,310000.0,2,2.0,2271,3.0,0.0,3,7,0.0,1999,0.0,98125,0.0
2015-03-25,355000.0,4,1.0,7693,1.5,0.0,4,7,0.0,1953,0.0,98133,0.0
2015-01-27,621500.0,5,2.5,15950,1.0,0.0,4,8,770.0,1968,0.0,98166,0.0
2014-06-10,175000.0,6,1.5,8400,1.0,0.0,3,7,900.0,1971,0.0,98146,0.0
2015-01-07,326000.0,6,1.5,8400,1.0,0.0,3,7,900.0,1971,0.0,98146,0.0
2014-09-12,690000.0,4,3.5,5400,1.5,0.0,3,7,0.0,1920,0.0,98116,0.0
2014-08-19,335000.0,4,2.5,7214,2.0,0.0,3,8,0.0,2003,0.0,98003,0.0
2015-02-24,197000.0,4,1.0,11175,1.0,0.0,3,7,0.0,1961,0.0,98188,0.0
2014-07-03,312500.0,3,1.75,7969,1.0,0.0,3,7,900.0,1950,2008.0,98055,1.0
2014-10-29,436000.0,3,2.25,6710,1.0,0.0,5,7,700.0,1959,0.0,98155,0.0
2014-10-01,1020000.0,4,2.5,4590,2.0,0.0,3,8,0.0,2002,0.0,98103,0.0
2014-08-26,805000.0,4,2.5,35225,2.0,0.0,3,9,910.0,1992,0.0,98006,0.0
2015-01-05,652427.0,4,2.25,13129,2.0,0.0,4,8,0.0,1979,0.0,98074,0.0
2014-10-18,1010000.0,3,2.5,41339,1.0,0.0,4,9,0.0,1945,1992.0,98005,1.0
2014-11-06,355000.0,4,2.5,6466,2.0,0.0,3,9,0.0,1999,0.0,98092,0.0
2014-07-29,334550.0,2,1.0,12000,1.0,0.0,3,7,0.0,1939,0.0,98133,0.0
2014-07-08,557500.0,3,2.25,9670,2.0,0.0,3,8,0.0,1984,0.0,98052,0.0
2014-11-03,277500.0,4,2.25,7184,1.0,0.0,3,7,550.0,1963,0.0,98188,0.0
2014-07-07,300000.0,4,3.0,10800,1.0,0.0,3,6,0.0,1960,0.0,98058,0.0
2015-02-25,325000.0,4,1.0,3844,1.5,0.0,4,7,180.0,1928,0.0,98133,0.0
2015-03-19,402500.0,4,2.0,3504,1.0,0.0,3,7,890.0,1951,2013.0,98144,1.0
2014-08-20,461000.0,3,1.75,5170,1.0,0.0,4,7,0.0,1963,0.0,98007,0.0
2015-03-27,540000.0,3,1.0,3840,1.5,0.0,3,7,0.0,1926,0.0,98103,0.0
2015-03-16,385000.0,3,1.0,4000,1.0,0.0,4,7,0.0,1971,0.0,98108,0.0
2014-07-08,480000.0,2,1.0,3040,1.0,0.0,3,7,200.0,1924,0.0,98103,0.0
2014-06-09,539950.0,3,2.25,7149,1.0,0.0,4,8,950.0,1963,0.0,98056,0.0
2014-07-18,529000.0,3,2.25,217800,2.0,0.0,3,9,0.0,1990,0.0,98024,0.0
2014-08-20,417000.0,3,2.5,877,2.0,0.0,3,7,240.0,2008,0.0,98199,0.0
2015-02-17,405000.0,3,1.5,12500,1.0,0.0,3,7,0.0,1966,0.0,98027,0.0
2014-07-23,299000.0,3,2.25,9100,1.0,0.0,4,8,310.0,1966,0.0,98023,0.0
2014-08-13,299000.0,3,1.75,15480,1.0,0.0,3,7,0.0,1983,0.0,98001,0.0
2014-05-14,372220.0,3,1.0,5500,1.0,0.0,3,7,310.0,1951,0.0,98136,0.0
2014-05-22,494400.0,2,1.75,1750,1.0,0.0,4,6,780.0,1904,0.0,98109,0.0
2014-09-24,280000.0,3,1.75,6500,1.0,0.0,3,7,1300.0,1958,0.0,98055,0.0
2014-11-21,277950.0,3,2.5,6021,2.0,0.0,3,7,0.0,1992,0.0,98023,0.0
2014-12-19,770000.0,3,2.75,54557,2.0,0.0,3,8,0.0,1996,0.0,98058,0.0
2014-10-08,760000.0,4,2.5,28005,2.0,0.0,3,10,0.0,1989,0.0,98072,0.0
2015-01-26,230000.0,2,2.0,3608,1.0,0.0,3,7,0.0,2004,0.0,98198,0.0
2014-10-02,525000.0,4,2.5,7731,2.0,0.0,3,9,0.0,1994,0.0,98155,0.0
2014-07-01,307000.0,3,1.0,6000,1.5,0.0,3,7,0.0,1927,0.0,98045,0.0
2014-06-18,253779.0,4,2.0,9600,1.5,0.0,3,6,600.0,1947,0.0,98188,0.0
2014-06-17,405000.0,3,1.5,7400,1.0,0.0,3,8,400.0,1968,0.0,98155,0.0
2015-03-12,360000.0,2,1.0,11250,2.0,0.0,4,6,0.0,1942,0.0,98146,0.0
2015-05-11,521000.0,2,1.0,7500,1.5,0.0,4,6,0.0,1910,0.0,98116,0.0
2014-09-26,680000.0,4,2.5,13068,2.0,0.0,3,9,0.0,1978,0.0,98005,0.0
2014-12-03,355000.0,1,0.75,33278,1.0,0.0,4,4,0.0,1950,0.0,98074,0.0
2014-06-23,200000.0,3,1.5,9600,1.0,0.0,4,7,0.0,1968,0.0,98042,0.0
2014-07-08,330000.0,3,2.25,4060,1.0,0.0,3,7,890.0,1993,0.0,98118,0.0
2014-08-12,221000.0,3,2.25,5999,2.0,0.0,3,7,0.0,1987,0.0,98023,0.0
2015-02-04,1600000.0,4,4.5,6000,2.0,0.0,4,11,1010.0,1910,1977.0,98116,1.0
2014-07-23,310000.0,2,1.0,4920,1.0,0.0,4,6,780.0,1947,0.0,98125,0.0
2015-04-09,862000.0,4,2.25,4200,1.5,0.0,5,8,910.0,1932,0.0,98199,0.0
2014-06-19,200000.0,3,1.5,8340,1.0,0.0,3,7,0.0,1960,0.0,98168,0.0
2014-09-30,630000.0,4,2.5,11100,1.0,0.0,5,7,0.0,1957,0.0,98008,0.0
2015-03-20,432250.0,3,2.25,6232,2.0,0.0,3,7,0.0,1985,0.0,98029,0.0
2015-01-23,478000.0,3,2.25,9500,1.0,0.0,4,7,500.0,1977,0.0,98033,0.0
2014-07-23,249000.0,4,2.25,9576,1.0,0.0,3,7,460.0,1962,0.0,98032,0.0
2014-06-05,495000.0,5,3.0,4750,1.0,0.0,3,9,990.0,2006,0.0,98108,0.0
2014-11-13,630000.0,4,2.5,8800,1.0,0.0,4,7,860.0,1960,0.0,98008,0.0
2014-06-26,550000.0,4,2.5,27540,2.0,0.0,3,8,0.0,1997,0.0,98053,0.0
2014-09-19,350000.0,3,2.5,18674,2.0,0.0,4,8,0.0,1994,0.0,98042,0.0
2014-12-02,270000.0,5,1.5,7480,2.0,0.0,3,7,0.0,1966,0.0,98058,0.0
2014-10-07,488250.0,4,2.0,9610,1.0,0.0,3,7,0.0,1963,0.0,98033,0.0
2014-05-16,248000.0,4,3.5,6519,2.0,0.0,3,7,720.0,1986,0.0,98023,0.0
2014-08-14,889000.0,4,3.5,5000,3.0,0.0,3,9,0.0,2014,0.0,98136,0.0
2014-08-27,375000.0,1,1.0,5250,1.0,0.0,3,6,110.0,1927,0.0,98117,0.0
2014-11-26,933000.0,3,1.5,3300,2.0,0.0,3,7,0.0,1906,0.0,98102,0.0
2015-01-02,625000.0,3,2.25,8412,1.0,0.0,3,8,460.0,1977,0.0,98006,0.0
2014-07-28,328000.0,2,1.0,4350,1.0,0.0,3,6,0.0,1943,0.0,98116,0.0
2014-07-18,470000.0,4,2.25,9900,1.0,0.0,4,8,1690.0,1969,0.0,98166,0.0
2015-02-13,502500.0,5,2.5,6168,2.0,0.0,3,8,0.0,2007,0.0,98056,0.0
2015-04-07,484000.0,3,1.75,17400,1.0,0.0,3,7,740.0,1976,0.0,98072,0.0
2014-08-07,252500.0,2,1.0,7500,1.0,0.0,4,6,0.0,1961,0.0,98014,0.0
2014-08-21,610000.0,3,2.5,8893,2.0,0.0,3,8,0.0,1987,0.0,98006,0.0
2014-07-25,419000.0,4,2.0,10447,1.0,0.0,4,8,900.0,1969,0.0,98155,0.0
2014-07-17,322500.0,4,2.25,9377,2.0,0.0,4,8,0.0,1986,0.0,98092,0.0
2015-01-06,563000.0,6,1.0,2760,1.5,0.0,3,7,480.0,1918,0.0,98109,0.0
2015-03-24,464000.0,4,2.5,12591,2.0,0.0,3,9,0.0,1993,0.0,98042,0.0
2014-06-17,870000.0,4,4.25,4887,2.0,0.0,4,10,1070.0,1951,0.0,98115,0.0
2015-02-03,280000.0,2,1.5,1196,2.0,0.0,3,8,0.0,2003,0.0,98103,0.0
2014-09-12,850000.0,3,2.5,11570,2.0,0.0,3,9,0.0,1994,0.0,98006,0.0
2014-10-22,458950.0,2,1.0,4370,1.0,0.0,3,7,400.0,1946,0.0,98115,0.0
2015-04-22,122000.0,2,1.0,5280,1.0,0.0,3,6,0.0,1946,0.0,98168,0.0
2014-05-13,525000.0,5,3.0,4591,2.0,0.0,3,7,0.0,1994,0.0,98117,0.0
2014-07-16,286300.0,2,1.0,31838,1.0,0.0,3,7,0.0,1962,0.0,98045,0.0
2014-07-18,218450.0,2,1.0,7425,1.0,0.0,4,6,0.0,1952,0.0,98166,0.0
2014-09-05,525000.0,3,1.5,4290,1.0,0.0,3,7,300.0,1955,0.0,98107,0.0
2014-12-22,650000.0,3,1.5,4290,1.0,0.0,3,7,300.0,1955,0.0,98107,0.0
2014-06-25,356000.0,4,2.0,48693,1.5,0.0,3,7,0.0,1949,0.0,98045,0.0
2014-05-29,436500.0,2,1.0,5000,1.0,0.0,3,7,220.0,1951,0.0,98117,0.0
2014-08-07,410000.0,3,1.75,7112,1.0,0.0,3,7,260.0,1979,0.0,98034,0.0
2014-09-11,512500.0,4,1.75,8311,1.0,0.0,4,7,0.0,1950,0.0,98125,0.0
2014-08-18,510000.0,4,1.0,7200,1.0,0.0,3,6,180.0,1925,0.0,98118,0.0
2014-09-18,566000.0,4,1.75,10297,1.0,0.0,4,8,0.0,1966,0.0,98005,0.0
2014-09-10,525000.0,3,1.75,26500,1.5,0.0,3,8,0.0,1948,1981.0,98166,1.0
2014-08-07,435000.0,3,1.0,5500,1.0,0.0,3,6,120.0,1920,0.0,98126,0.0
2014-12-31,406500.0,3,2.75,68479,1.0,0.0,3,8,500.0,1989,0.0,98014,0.0
2014-10-07,550000.0,5,2.75,9473,1.0,0.0,3,8,1500.0,1966,0.0,98052,0.0
2015-02-26,251000.0,3,2.0,10212,1.5,0.0,5,6,0.0,1949,0.0,98022,0.0
2014-12-11,830000.0,3,1.5,10125,1.0,0.0,4,8,620.0,1959,0.0,98040,0.0
2015-04-14,803000.0,4,2.5,7673,2.0,0.0,3,9,0.0,1989,0.0,98052,0.0
2015-04-07,206000.0,3,1.0,9360,1.0,0.0,4,5,0.0,1942,0.0,98002,0.0
2014-07-30,200000.0,4,1.0,7467,1.5,0.0,3,7,0.0,1944,0.0,98178,0.0
2014-05-06,219000.0,2,1.0,5160,1.0,0.0,3,6,0.0,1952,0.0,98106,0.0
2014-09-05,777000.0,4,4.0,6000,1.0,0.0,3,7,1300.0,1962,2014.0,98199,1.0
2015-02-18,593700.0,3,2.5,22000,2.0,0.0,3,8,0.0,1979,0.0,98075,0.0
2014-06-03,712500.0,3,1.5,8797,1.0,0.0,4,7,0.0,1956,0.0,98004,0.0
2014-07-14,600000.0,4,1.5,6014,1.5,0.0,4,7,530.0,1946,0.0,98116,0.0
2015-03-30,554663.0,3,2.0,6802,1.5,0.0,3,7,0.0,1940,0.0,98105,0.0
2014-07-03,267000.0,3,1.0,10875,1.0,0.0,4,7,720.0,1962,0.0,98188,0.0
2014-09-24,390000.0,3,2.0,8910,1.0,0.0,5,7,0.0,1953,0.0,98133,0.0
2015-04-01,335000.0,6,2.0,7071,1.0,0.0,3,7,1010.0,1979,0.0,98108,0.0
2015-04-23,938000.0,4,2.5,9886,1.0,0.0,5,8,420.0,1975,0.0,98040,0.0
2015-04-07,370000.0,4,2.75,14745,1.0,0.0,3,7,900.0,1993,0.0,98198,0.0
2015-04-02,335000.0,5,2.5,4548,2.0,0.0,3,7,0.0,2003,0.0,98042,0.0
2015-04-21,695000.0,5,2.0,3990,1.5,0.0,3,7,1290.0,1923,0.0,98103,0.0
2014-06-06,387500.0,3,1.0,14333,1.0,0.0,4,7,0.0,1953,0.0,98166,0.0
2015-03-18,245000.0,3,2.5,6187,2.0,0.0,3,7,0.0,1992,0.0,98031,0.0
2014-07-29,308550.0,3,2.0,13200,1.0,0.0,3,7,0.0,1990,0.0,98045,0.0
2014-06-24,225000.0,3,1.75,13102,1.0,0.0,3,7,0.0,1968,0.0,98003,0.0
2014-09-03,715000.0,4,2.5,29163,2.0,0.0,3,9,0.0,1993,0.0,98053,0.0
2015-05-06,335000.0,3,1.0,10200,1.0,0.0,4,7,0.0,1954,0.0,98133,0.0
2014-08-21,634000.0,3,2.5,4904,2.0,0.0,3,9,0.0,2003,0.0,98029,0.0
2014-05-14,337500.0,5,2.0,7314,1.0,0.0,3,7,700.0,1956,0.0,98108,0.0
2014-09-04,440000.0,1,1.0,6567,1.0,0.0,4,6,0.0,1940,0.0,98010,0.0
2014-07-17,350000.0,3,1.75,13775,1.0,0.0,3,7,0.0,1990,0.0,98045,0.0
2015-01-14,400000.0,2,1.0,4560,1.0,0.0,3,5,0.0,1918,0.0,98136,0.0
2014-08-15,1290000.0,4,3.5,13175,2.0,0.0,4,11,0.0,1989,0.0,98006,0.0
2015-04-06,435000.0,3,1.0,10080,1.0,0.0,4,7,0.0,1954,0.0,98006,0.0
2014-09-29,681000.0,4,2.5,5130,2.0,0.0,3,8,930.0,2004,0.0,98065,0.0
2014-06-29,397000.0,3,3.5,1275,2.0,0.0,3,8,120.0,2007,0.0,98144,0.0
2014-09-26,775000.0,4,2.5,34513,2.0,0.0,3,10,0.0,1996,0.0,98077,0.0
2014-07-07,480000.0,3,2.25,9090,1.0,0.0,4,7,550.0,1959,0.0,98008,0.0
2014-09-09,158000.0,3,2.5,7200,2.0,0.0,4,7,0.0,1985,0.0,98030,0.0
2014-07-23,590000.0,3,2.0,208652,1.5,0.0,3,8,0.0,2005,0.0,98010,0.0
2014-09-02,772500.0,5,2.75,9130,2.0,0.0,3,9,0.0,2004,0.0,98065,0.0
2015-02-17,464500.0,5,1.5,13425,1.0,0.0,3,8,1470.0,1955,0.0,98155,0.0
2015-04-24,281000.0,3,1.75,8737,1.0,0.0,3,7,0.0,1966,0.0,98188,0.0
2014-07-22,620000.0,3,2.25,45738,1.0,0.0,3,8,0.0,1990,0.0,98052,0.0
2014-06-17,475000.0,3,2.25,5750,1.0,0.0,4,7,1130.0,1985,0.0,98116,0.0
2014-10-17,245000.0,2,2.0,4500,1.0,0.0,4,6,160.0,1932,0.0,98055,0.0
2014-07-29,660000.0,5,2.25,3750,1.5,0.0,4,7,1030.0,1925,0.0,98115,0.0
2014-12-04,527500.0,4,2.25,8480,1.0,0.0,5,8,960.0,1973,0.0,98006,0.0
2014-10-27,135000.0,2,1.0,7250,1.0,0.0,4,6,0.0,1914,0.0,98010,0.0
2015-05-06,275000.0,3,1.75,5000,1.0,0.0,3,7,0.0,2003,0.0,98092,0.0
2015-02-10,430000.0,4,2.0,4740,1.0,0.0,3,7,910.0,1926,0.0,98122,0.0
2014-08-25,213500.0,3,1.0,6000,1.0,0.0,4,7,0.0,1968,0.0,98002,0.0
2014-09-12,535000.0,3,3.0,5978,2.0,0.0,3,9,0.0,2012,0.0,98045,0.0
2015-02-13,641000.0,3,1.75,9603,1.0,0.0,3,7,0.0,1952,0.0,98004,0.0
2014-10-28,436300.0,3,2.0,9420,1.0,0.0,5,7,0.0,1952,0.0,98056,0.0
2014-10-14,1440000.0,4,1.75,6000,1.5,0.0,3,8,0.0,1911,0.0,98109,0.0
2015-03-27,830000.0,4,2.75,13500,1.0,0.0,4,8,0.0,1949,0.0,98040,0.0
2014-07-22,380000.0,3,1.0,3532,1.0,0.0,3,6,0.0,1910,0.0,98118,0.0
2015-02-20,132500.0,3,0.75,8573,1.0,0.0,3,6,250.0,1945,0.0,98146,0.0
2014-12-01,179950.0,3,1.0,9907,1.0,0.0,3,7,0.0,1954,0.0,98188,0.0
2015-04-20,188200.0,3,1.0,7265,1.0,0.0,4,7,0.0,1954,0.0,98002,0.0
2014-07-02,659000.0,4,2.0,10800,1.0,0.0,4,7,0.0,1951,0.0,98040,0.0
2014-10-22,317000.0,3,2.0,7260,1.5,0.0,3,7,840.0,1926,0.0,98108,0.0
2014-11-24,625000.0,3,2.25,4564,1.0,0.0,3,8,500.0,1959,0.0,98199,0.0
2014-06-13,350000.0,3,1.75,9545,1.0,0.0,3,7,590.0,1976,0.0,98155,0.0
2014-06-25,750000.0,3,1.5,5000,1.5,0.0,5,7,500.0,1915,0.0,98107,0.0
2014-08-27,457000.0,4,1.75,10358,1.0,0.0,5,8,820.0,1959,0.0,98133,0.0
2015-03-04,632500.0,4,2.0,5000,2.0,0.0,4,7,0.0,1906,0.0,98107,0.0
2014-07-02,223000.0,3,2.0,7231,1.0,0.0,4,7,0.0,1991,0.0,98031,0.0
2014-09-02,610000.0,4,2.75,8400,1.0,0.0,4,8,850.0,1976,0.0,98052,0.0
2014-10-24,385000.0,4,1.75,8215,2.0,0.0,4,7,0.0,1948,0.0,98155,0.0
2015-03-24,367500.0,3,3.25,1343,2.0,0.0,3,7,240.0,2005,0.0,98118,0.0
2014-08-04,385100.0,3,1.0,8040,1.0,0.0,4,6,0.0,1949,0.0,98125,0.0
2014-12-29,230000.0,2,1.0,5913,1.0,0.0,3,6,0.0,1920,0.0,98118,0.0
2014-06-23,286000.0,3,2.75,750,2.0,0.0,3,7,320.0,2008,0.0,98106,0.0
2015-03-26,201700.0,3,1.0,9576,1.0,0.0,4,7,0.0,1967,0.0,98001,0.0
2015-04-23,1350000.0,4,4.75,89298,2.5,0.0,3,11,0.0,2002,0.0,98038,0.0
2014-05-19,525000.0,4,1.75,7672,1.0,0.0,3,8,940.0,1979,0.0,98027,0.0
2015-02-02,361000.0,3,1.5,7236,1.0,0.0,3,7,0.0,1975,0.0,98011,0.0
2014-09-23,530000.0,3,1.5,1963,3.0,0.0,3,8,0.0,2002,0.0,98117,0.0
2014-10-08,455000.0,3,2.25,7403,1.0,0.0,3,7,0.0,1950,0.0,98125,0.0
2014-11-20,421000.0,4,2.25,8400,1.0,0.0,4,7,0.0,1966,0.0,98034,0.0
2014-05-02,640000.0,4,2.0,6200,1.5,0.0,3,7,0.0,1945,0.0,98115,0.0
2015-03-31,240000.0,3,1.0,12733,1.0,0.0,3,7,0.0,1955,0.0,98188,0.0
2014-10-24,360000.0,2,1.0,7414,1.0,0.0,4,6,0.0,1928,0.0,98033,0.0
2015-03-24,157340.0,2,1.0,23000,1.0,0.0,2,7,0.0,1953,0.0,98042,0.0
2015-04-15,1240000.0,4,3.0,6139,2.0,0.0,5,8,450.0,1950,0.0,98115,0.0
2014-05-06,250000.0,3,1.0,6874,1.0,0.0,3,6,0.0,1954,0.0,98133,0.0
2015-02-25,735000.0,6,2.75,84506,1.0,0.0,5,7,1320.0,1962,0.0,98052,0.0
2015-01-15,884900.0,7,4.75,10800,1.5,0.0,3,8,0.0,1967,0.0,98040,0.0
2014-10-23,775000.0,3,3.5,104544,2.0,0.0,3,8,0.0,1948,1990.0,98072,1.0
2014-05-02,463000.0,3,1.75,7320,1.0,0.0,3,7,0.0,1948,0.0,98155,0.0
2014-06-23,579000.0,3,2.5,1269,3.0,0.0,3,8,0.0,2009,0.0,98112,0.0
2014-07-09,570000.0,6,3.75,6015,2.0,0.0,3,10,920.0,2004,0.0,98058,0.0
2015-03-31,1060000.0,5,4.5,7924,2.0,0.0,3,10,0.0,2005,0.0,98074,0.0
2014-09-09,375000.0,4,2.75,24800,1.0,0.0,4,8,1060.0,1971,0.0,98042,0.0
2014-12-09,422000.0,2,1.75,2609,1.0,0.0,4,7,400.0,1938,0.0,98117,0.0
2015-02-09,866500.0,4,3.5,4945,2.0,0.0,3,9,1070.0,2014,0.0,98126,0.0
2015-04-13,705000.0,3,2.5,10359,2.0,0.0,3,10,0.0,1986,0.0,98074,0.0
2014-10-29,470000.0,4,2.5,9684,2.0,0.0,3,8,0.0,1994,0.0,98045,0.0
2014-12-18,360000.0,3,1.25,6200,1.0,0.0,4,7,1030.0,1966,0.0,98007,0.0
2015-04-29,795000.0,4,2.5,13450,1.0,0.0,3,8,1060.0,1948,0.0,98155,0.0
2015-03-30,800000.0,4,2.5,7807,2.0,0.0,3,9,0.0,2003,0.0,98034,0.0
2014-05-29,2450000.0,4,3.5,13586,1.5,0.0,5,10,460.0,1935,0.0,98112,0.0
2015-04-08,277284.0,3,1.75,4800,1.0,0.0,3,6,100.0,1927,0.0,98126,0.0
2015-04-13,460000.0,2,1.0,4002,1.0,0.0,5,7,0.0,1953,0.0,98116,0.0
2015-05-04,898888.0,3,2.5,3729,2.0,0.0,3,9,0.0,1996,0.0,98033,0.0
2014-08-06,211000.0,3,1.0,47916,1.0,0.0,3,7,0.0,1981,0.0,98019,0.0
2014-08-28,222000.0,2,2.0,3300,2.0,0.0,3,6,0.0,2004,0.0,98038,0.0
2014-05-29,672000.0,3,2.5,21587,2.0,0.0,3,7,0.0,1992,0.0,98053,0.0
2014-10-20,778000.0,3,2.25,33080,1.0,0.0,5,9,570.0,1974,0.0,98005,0.0
2015-01-21,312500.0,3,1.75,9493,1.0,0.0,4,8,0.0,1976,0.0,98058,0.0
2014-07-14,650000.0,4,2.5,6500,1.5,0.0,3,8,810.0,1975,0.0,98115,0.0
2014-08-26,740000.0,6,2.25,10250,1.0,0.0,4,8,1570.0,1959,0.0,98005,0.0
2014-08-26,320000.0,3,2.0,17600,1.0,0.0,5,7,0.0,1972,0.0,98059,0.0
2015-05-08,455000.0,4,2.5,13168,2.0,0.0,3,7,0.0,1990,0.0,98019,0.0
2014-05-13,2450000.0,5,4.0,9000,2.0,0.0,3,10,0.0,2013,0.0,98004,0.0
2014-12-03,500000.0,3,3.25,902,3.0,0.0,3,8,270.0,2001,0.0,98102,0.0
2014-06-11,325000.0,3,1.75,27427,1.0,0.0,3,7,660.0,1978,0.0,98065,0.0
2014-09-12,416000.0,3,2.5,1296,3.0,0.0,3,8,200.0,2004,0.0,98103,0.0
2015-03-18,495000.0,4,2.25,20280,2.0,0.0,4,7,0.0,1968,0.0,98072,0.0
2014-05-05,549000.0,2,1.0,5400,1.0,0.0,5,7,0.0,1908,0.0,98112,0.0
2014-08-25,589000.0,5,2.0,10150,1.5,0.0,4,8,860.0,1968,0.0,98008,0.0
2014-11-21,194820.0,3,1.5,32700,1.0,0.0,3,7,0.0,1967,0.0,98001,0.0
2014-12-16,405000.0,3,2.5,5500,1.5,0.0,3,7,980.0,1910,0.0,98117,0.0
2015-04-08,625000.0,3,2.5,5500,1.5,0.0,3,7,980.0,1910,0.0,98117,0.0
2014-11-13,205000.0,3,1.0,7014,1.0,0.0,3,7,0.0,1954,0.0,98168,0.0
2014-06-23,345100.0,3,3.75,8625,1.0,0.0,3,8,590.0,1959,0.0,98178,0.0
2014-10-20,200000.0,3,1.0,7500,1.0,0.0,3,6,0.0,1953,0.0,98178,0.0
2015-02-12,1910000.0,4,3.5,18564,2.0,0.0,3,11,0.0,2001,0.0,98039,0.0
2014-10-29,524500.0,3,1.5,264844,1.0,0.0,3,7,1200.0,1988,0.0,98045,0.0
2014-08-26,598600.0,4,2.75,212639,2.0,0.0,3,7,1400.0,1993,0.0,98019,0.0
2014-12-09,367777.0,5,3.0,5937,1.0,0.0,3,7,860.0,1978,0.0,98118,0.0
2014-05-07,750000.0,3,2.75,5401,1.0,0.0,4,7,1160.0,1946,0.0,98119,0.0
2014-11-05,575000.0,5,2.25,7992,2.0,0.0,3,8,0.0,1968,0.0,98034,0.0
2015-04-30,84000.0,2,1.0,20130,1.0,0.0,3,6,0.0,1949,0.0,98168,0.0
2014-12-18,255000.0,2,1.0,5000,1.0,0.0,4,6,0.0,1926,0.0,98118,0.0
2014-05-20,1740000.0,4,3.75,4545,1.5,0.0,3,10,700.0,1926,1999.0,98105,1.0
2015-05-13,415000.0,3,2.25,5880,1.0,0.0,3,7,400.0,1977,0.0,98106,0.0
2015-05-07,449900.0,3,2.5,8225,2.0,0.0,3,9,0.0,1990,0.0,98198,0.0
2014-09-19,220000.0,5,1.5,94960,1.5,0.0,3,7,0.0,1929,0.0,98031,0.0
2015-04-10,899000.0,4,2.5,9349,2.0,0.0,3,10,0.0,2003,0.0,98052,0.0
2014-07-14,430000.0,3,2.5,7320,1.0,0.0,5,7,0.0,1954,0.0,98125,0.0
2015-01-30,472500.0,4,2.5,223462,2.0,0.0,3,10,0.0,2001,0.0,98030,0.0
2014-12-29,680000.0,6,2.5,9375,1.0,0.0,4,8,1590.0,1967,0.0,98006,0.0
2015-03-05,1650000.0,5,4.0,8400,2.0,0.0,3,10,0.0,2000,0.0,98033,0.0
2014-11-18,810000.0,3,2.0,8025,2.0,0.0,5,7,0.0,1921,0.0,98105,0.0
2015-03-05,605000.0,3,2.5,138085,2.0,0.0,4,9,0.0,1977,0.0,98027,0.0
2014-07-25,522000.0,3,1.75,15600,1.0,0.0,3,7,0.0,1958,0.0,98033,0.0
2015-02-03,759000.0,5,2.75,8230,2.0,0.0,3,10,0.0,2005,0.0,98075,0.0
2014-05-19,411000.0,4,2.75,5257,2.0,0.0,3,8,0.0,1966,0.0,98118,0.0
2015-03-06,286950.0,4,2.5,9846,1.0,0.0,3,7,840.0,1984,0.0,98001,0.0
2014-06-10,440000.0,3,1.5,1286,3.0,0.0,3,7,0.0,2000,0.0,98103,0.0
2014-05-23,149000.0,3,1.0,8645,1.0,0.0,3,6,0.0,1955,0.0,98146,0.0
2014-11-12,284700.0,3,1.0,8645,1.0,0.0,3,6,0.0,1955,0.0,98146,0.0
2014-09-09,374950.0,3,2.5,11562,1.0,0.0,3,8,1250.0,1964,0.0,98028,0.0
2014-09-16,816000.0,3,1.5,8545,1.0,0.0,3,8,0.0,1952,0.0,98004,0.0
2014-11-21,533250.0,4,1.75,15398,1.0,0.0,4,7,150.0,1960,0.0,98027,0.0
2014-06-03,689800.0,3,2.75,9313,1.0,0.0,5,8,1000.0,1942,0.0,98133,0.0
2014-08-13,775000.0,4,2.75,6200,1.5,0.0,4,8,920.0,1947,0.0,98125,0.0
2015-05-06,702000.0,3,2.5,8528,1.0,0.0,3,8,430.0,1991,0.0,98033,0.0
2014-07-08,160000.0,3,1.0,8700,1.5,0.0,3,6,0.0,1942,0.0,98188,0.0
